task id,Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Task,1Header, 1Column,1Par 1,1Prompt ,1Answer,1Answer Column / Row
1,DS1_anime_color1.png,1,1,anime,color,1,Filter,Watching,J,80,"In the 'Watching' column, count how many cells exceed the value of '80' ",7,J
1,DS2_anime_color2.png,2,2,anime,color,2,Filter,Popularity,I,70,"In the 'Popularity' column, count how many cells exceed the value of '70' ",6,I
1,DS3_anime_color3.png,3,3,anime,color,3,Filter,Watching,G,88,"In the 'Watching' column, count how many cells exceed the value of '88' ",5,G
1,DS4_anime_color4.png,4,4,anime,color,4,Filter,Members,K,43,"In the 'Members' column, count how many cells exceed the value of '43' ",8,K
1,DS5_cereal_plain1.png,37,5,cereal,plain,1,Filter,Potassium,I,57,"In the 'Potassium' column, count how many cells exceed the value of '57' ",8,I
1,DS6_cereal_plain2.png,38,6,cereal,plain,2,Filter,Carbo,H,70,"In the 'Carbo' column, count how many cells exceed the value of '70' ",5,H
1,DS7_cereal_plain3.png,39,7,cereal,plain,3,Filter,Score,J,45,"In the 'Score' column, count how many cells exceed the value of '45' ",6,J
1,DS8_cereal_plain4.png,40,8,cereal,plain,4,Filter,Vitamins,K,60,"In the 'Vitamins' column, count how many cells exceed the value of '60' ",7,K
1,DS9_candy_bar1.png,57,9,candy,bar,1,Filter,Rating,K,66,"In the 'Rating' column, count how many cells exceed the value of '66' ",5,K
1,DS10_candy_bar2.png,58,10,candy,bar,2,Filter,Caramel,J,38,"In the 'Caramel' column, count how many cells exceed the value of '38' ",8,J
1,DS11_candy_bar3.png,59,11,candy,bar,3,Filter,SugarPercent,G,50,"In the 'SugarPercent' column, count how many cells exceed the value of '50' ",7,G
1,DS12_candy_bar4.png,60,12,candy,bar,4,Filter,Bar,I,57,"In the 'Bar' column, count how many cells exceed the value of '57' ",6,I
1,DS13_movie_zebra1.png,29,13,movie,zebra,1,Filter,Fandango,H,70,"In the 'Fandango' column, count how many cells exceed the value of '70' ",5,H
1,DS14_movie_zebra2.png,30,14,movie,zebra,2,Filter,PluggedIn,I,76,"In the 'PluggedIn' column, count how many cells exceed the value of '76' ",8,I
1,DS15_movie_zebra3.png,31,15,movie,zebra,3,Filter,Hulu,J,54,"In the 'Hulu' column, count how many cells exceed the value of '54' ",7,J
1,DS16_movie_zebra4.png,32,16,movie,zebra,4,Filter,Metacritic,G,57,"In the 'Metacritic' column, count how many cells exceed the value of '57' ",6,G
2,DS1_anime_color1.png,1,1,anime,color,1,Correlation,Watching,J,80,"In the 'Watching' column, count how many cells exceed the value of '80' ",7,J
2,DS2_anime_color2.png,2,2,anime,color,2,Correlation,Popularity,I,70,"In the 'Popularity' column, count how many cells exceed the value of '70' ",6,I
2,DS3_anime_color3.png,3,3,anime,color,3,Correlation,Watching,G,88,"In the 'Watching' column, count how many cells exceed the value of '88' ",5,G
2,DS4_anime_color4.png,4,4,anime,color,4,Correlation,Members,K,43,"In the 'Members' column, count how many cells exceed the value of '43' ",8,K
2,DS5_cereal_plain1.png,37,5,cereal,plain,1,Correlation,Potassium,I,57,"In the 'Potassium' column, count how many cells exceed the value of '57' ",8,I
2,DS6_cereal_plain2.png,38,6,cereal,plain,2,Correlation,Carbo,H,70,"In the 'Carbo' column, count how many cells exceed the value of '70' ",5,H
2,DS7_cereal_plain3.png,39,7,cereal,plain,3,Correlation,Score,J,45,"In the 'Score' column, count how many cells exceed the value of '45' ",6,J
2,DS8_cereal_plain4.png,40,8,cereal,plain,4,Correlation,Vitamins,K,60,"In the 'Vitamins' column, count how many cells exceed the value of '60' ",7,K
2,DS9_candy_bar1.png,57,9,candy,bar,1,Correlation,Rating,K,66,"In the 'Rating' column, count how many cells exceed the value of '66' ",5,K
2,DS10_candy_bar2.png,58,10,candy,bar,2,Correlation,Caramel,J,38,"In the 'Caramel' column, count how many cells exceed the value of '38' ",8,J
2,DS11_candy_bar3.png,59,11,candy,bar,3,Correlation,SugarPercent,G,50,"In the 'SugarPercent' column, count how many cells exceed the value of '50' ",7,G
2,DS12_candy_bar4.png,60,12,candy,bar,4,Correlation,Bar,I,57,"In the 'Bar' column, count how many cells exceed the value of '57' ",6,I
2,DS13_movie_zebra1.png,29,13,movie,zebra,1,Correlation,Fandango,H,70,"In the 'Fandango' column, count how many cells exceed the value of '70' ",5,H
2,DS14_movie_zebra2.png,30,14,movie,zebra,2,Correlation,PluggedIn,I,76,"In the 'PluggedIn' column, count how many cells exceed the value of '76' ",8,I
2,DS15_movie_zebra3.png,31,15,movie,zebra,3,Correlation,Hulu,J,54,"In the 'Hulu' column, count how many cells exceed the value of '54' ",7,J
