task id,Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Task,1Header,1Column,1Par 1,1Prompt,1Answer,1Answer Column / Row
1.0,DS1_anime_zebra1.png,17.0,1.0,anime,zebra,1.0,Filter,On-Hold,J,80,"In the 'On-Hold' column, count how many cells exceed the value of '80' ",7,J
1.0,DS2_anime_zebra2.png,18.0,2.0,anime,zebra,2.0,Filter,Favorites,I,70,"In the 'Favorites' column, count how many cells exceed the value of '70' ",6,I
1.0,DS3_anime_zebra3.png,19.0,3.0,anime,zebra,3.0,Filter,On-Hold,G,88,"In the 'On-Hold' column, count how many cells exceed the value of '88' ",5,G
1.0,DS4_anime_zebra4.png,20.0,4.0,anime,zebra,4.0,Filter,Score,K,43,"In the 'Score' column, count how many cells exceed the value of '43' ",8,K
1.0,DS5_cereal_bar1.png,53.0,5.0,cereal,bar,1.0,Filter,Carbo,I,57,"In the 'Carbo' column, count how many cells exceed the value of '57' ",8,I
1.0,DS6_cereal_bar2.png,54.0,6.0,cereal,bar,2.0,Filter,Sodium,H,70,"In the 'Sodium' column, count how many cells exceed the value of '70' ",5,H
1.0,DS7_cereal_bar3.png,55.0,7.0,cereal,bar,3.0,Filter,Carbo,J,45,"In the 'Carbo' column, count how many cells exceed the value of '45' ",6,J
1.0,DS8_cereal_bar4.png,56.0,8.0,cereal,bar,4.0,Filter,Sugars,K,60,"In the 'Sugars' column, count how many cells exceed the value of '60' ",7,K
1.0,DS9_candy_color1.png,9.0,9.0,candy,color,1.0,Filter,Hard,K,66,"In the 'Hard' column, count how many cells exceed the value of '66' ",5,K
1.0,DS10_candy_color2.png,10.0,10.0,candy,color,2.0,Filter,SugarPercent,J,38,"In the 'SugarPercent' column, count how many cells exceed the value of '38' ",8,J
1.0,DS11_candy_color3.png,11.0,11.0,candy,color,3.0,Filter,Caramel,G,50,"In the 'Caramel' column, count how many cells exceed the value of '50' ",7,G
1.0,DS12_candy_color4.png,12.0,12.0,candy,color,4.0,Filter,SugarPercent,I,57,"In the 'SugarPercent' column, count how many cells exceed the value of '57' ",6,I
1.0,DS13_movie_plain1.png,45.0,13.0,movie,plain,1.0,Filter,Hulu,H,70,"In the 'Hulu' column, count how many cells exceed the value of '70' ",5,H
1.0,DS14_movie_plain2.png,46.0,14.0,movie,plain,2.0,Filter,MrQE,I,76,"In the 'MrQE' column, count how many cells exceed the value of '76' ",8,I
1.0,DS15_movie_plain3.png,47.0,15.0,movie,plain,3.0,Filter,Netflix,J,54,"In the 'Netflix' column, count how many cells exceed the value of '54' ",7,J
1.0,DS16_movie_plain4.png,48.0,16.0,movie,plain,4.0,Filter,Hulu,G,57,"In the 'Hulu' column, count how many cells exceed the value of '57' ",6,G
2.0,DS1_anime_zebra1.png,17.0,1.0,anime,zebra,1.0,Correlation,Episodes,C,0.9584557641748676,Determine which of the last 5 columns is most positively correalated with the first column named 'Episodes' ,Completed,I
