task id,Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Task,1Header,1Column,1Par 1,1Prompt,1Answer,1Answer Column / Row
1,DS1_anime_plain1.png,33,1,anime,plain,1,Filter,Score,J,80,"In the 'Score' column, count how many cells exceed the value of '80' ",7,J
1,DS2_anime_plain2.png,34,2,anime,plain,2,Filter,Plan to Watch,I,70,"In the 'Plan to Watch' column, count how many cells exceed the value of '70' ",6,I
1,DS3_anime_plain3.png,35,3,anime,plain,3,Filter,Popularity,G,88,"In the 'Popularity' column, count how many cells exceed the value of '88' ",5,G
1,DS4_anime_plain4.png,36,4,anime,plain,4,Filter,Score,K,43,"In the 'Score' column, count how many cells exceed the value of '43' ",8,K
1,DS5_cereal_bar1.png,53,5,cereal,bar,1,Filter,Carbo,I,57,"In the 'Carbo' column, count how many cells exceed the value of '57' ",8,I
1,DS6_cereal_bar2.png,54,6,cereal,bar,2,Filter,Sodium,H,70,"In the 'Sodium' column, count how many cells exceed the value of '70' ",5,H
1,DS7_cereal_bar3.png,55,7,cereal,bar,3,Filter,Carbo,J,45,"In the 'Carbo' column, count how many cells exceed the value of '45' ",6,J
1,DS8_cereal_bar4.png,56,8,cereal,bar,4,Filter,Sugars,K,60,"In the 'Sugars' column, count how many cells exceed the value of '60' ",7,K
1,DS9_candy_zebra1.png,25,9,candy,zebra,1,Filter,SugarPercent,K,66,"In the 'SugarPercent' column, count how many cells exceed the value of '66' ",5,K
1,DS10_candy_zebra2.png,26,10,candy,zebra,2,Filter,Caramel,J,38,"In the 'Caramel' column, count how many cells exceed the value of '38' ",8,J
1,DS11_candy_zebra3.png,27,11,candy,zebra,3,Filter,SugarPercent,G,50,"In the 'SugarPercent' column, count how many cells exceed the value of '50' ",7,G
1,DS12_candy_zebra4.png,28,12,candy,zebra,4,Filter,Caramel,I,57,"In the 'Caramel' column, count how many cells exceed the value of '57' ",6,I
1,DS13_movie_color1.png,13,13,movie,color,1,Filter,Metacritic,H,70,"In the 'Metacritic' column, count how many cells exceed the value of '70' ",5,H
1,DS14_movie_color2.png,14,14,movie,color,2,Filter,Netflix,I,76,"In the 'Netflix' column, count how many cells exceed the value of '76' ",8,I
1,DS15_movie_color3.png,15,15,movie,color,3,Filter,Fandango,J,54,"In the 'Fandango' column, count how many cells exceed the value of '54' ",7,J
1,DS16_movie_color4.png,16,16,movie,color,4,Filter,Naver,G,57,"In the 'Naver' column, count how many cells exceed the value of '57' ",6,G
2,DS1_anime_plain1.png,33,1,anime,plain,1,Correlation,Episodes,C,0.9584557641748676,Determine which of the last 5 columns is most positively correalated with the first column named 'Episodes' ,Completed,I
2,DS2_anime_plain2.png,34,2,anime,plain,2,Correlation,Plan to Watch,C,0.9790768125482828,Determine which of the last 5 columns is most positively correalated with the first column named 'Plan to Watch' ,Favorites,L
2,DS3_anime_plain3.png,35,3,anime,plain,3,Correlation,Completed,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'Completed' ,Episodes,K
2,DS4_anime_plain4.png,36,4,anime,plain,4,Correlation,Score,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Score' ,Dropped,J
2,DS5_cereal_bar1.png,53,5,cereal,bar,1,Correlation,Potassium,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'Potassium' ,Sugars,K
2,DS6_cereal_bar2.png,54,6,cereal,bar,2,Correlation,Calories,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'Calories' ,Protein,I
2,DS7_cereal_bar3.png,55,7,cereal,bar,3,Correlation,Iron,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Iron' ,Carbo,J
2,DS8_cereal_bar4.png,56,8,cereal,bar,4,Correlation,Vitamins,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Vitamins' ,Potassium,L
2,DS9_candy_zebra1.png,25,9,candy,zebra,1,Correlation,Hard,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Hard' ,Chocolate,L
2,DS10_candy_zebra2.png,26,10,candy,zebra,2,Correlation,SugarPercent,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'SugarPercent' ,Rating,J
2,DS11_candy_zebra3.png,27,11,candy,zebra,3,Correlation,Rating,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Rating' ,Chocolate,K
2,DS12_candy_zebra4.png,28,12,candy,zebra,4,Correlation,Hard,C,0.992274757693407,Determine which of the last 5 columns is most positively correalated with the first column named 'Hard' ,Nougat,I
2,DS13_movie_color1.png,13,13,movie,color,1,Correlation,Naver,C,0.9922747576934072,Determine which of the last 5 columns is most positively correalated with the first column named 'Naver' ,Roger Ebert,I
2,DS14_movie_color2.png,14,14,movie,color,2,Correlation,MrQE,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'MrQE' ,Netflix,L
2,DS15_movie_color3.png,15,15,movie,color,3,Correlation,RottenTomatoes,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'RottenTomatoes' ,Netflix,k
2,DS16_movie_color4.png,16,16,movie,color,4,Correlation,IMDB,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'IMDB' ,Fandango,J
3,DS1_anime_plain1.png,33,1,anime,plain,1,Sort,Plan to Watch,L,60 56 53,"In the 'Plan to Watch' column, give the row names of the animes with the highest 3 values in descending order ",Different Life-Mobile Phone-Great Teacher,13 18 27
3,DS2_anime_plain2.png,34,2,anime,plain,2,Sort,Plan to Watch,I,88 86 83,"In the 'Plan to Watch' column, give the row names of the animes with the highest 3 values in descending order ",Connect Angel-Best Humanity-Assassian World,5 18 6
3,DS3_anime_plain3.png,35,3,anime,plain,3,Sort,Ranked,J,75 73 71,"In the 'Ranked' column, give the row names of the animes with the highest 3 values in descending order ",Ultra Generation-Connect Angel-Magical Warfare,5 10 11
3,DS4_anime_plain4.png,36,4,anime,plain,4,Sort,Score,K,74 73 70,"In the 'Score' column, give the row names of the animes with the highest 3 values in descending order ",Ultra Generation-Mobile Phone-Ultimate horror,6 24 22
3,DS5_cereal_bar1.png,53,5,cereal,bar,1,Sort,Calories,H,88 86 83,"In the 'Calories' column, give the row names of the cereals with the highest 3 values in descending order ",Lucky Charms-Smile Maker-Wonderful Chex,5 19 20
3,DS6_cereal_bar2.png,54,6,cereal,bar,2,Sort,Potassium,I,71 70 68,"In the 'Potassium' column, give the row names of the cereals with the highest 3 values in descending order ",Froot Loops-Almond Delight-Post Nat,22 3 7
3,DS7_cereal_bar3.png,55,7,cereal,bar,3,Sort,Carbo,J,60 56 53,"In the 'Carbo' column, give the row names of the cereals with the highest 3 values in descending order ",Fruity Pebbles-Colorful Bran-Cap Crunch,7 23 18
3,DS8_cereal_bar4.png,56,8,cereal,bar,4,Sort,Sugars,K,75 73 71,"In the 'Sugars' column, give the row names of the cereals with the highest 3 values in descending order ",Cap Crunch-Fruit Fibre-Colorful Bran,16 10 19
3,DS9_candy_zebra1.png,25,9,candy,zebra,1,Sort,Hard,H,98 84 80,"In the 'Hard' column, give the row names of the candys with the highest 3 values in descending order ",Fun Dips-Crunch Time-Now Later,30 9 11
3,DS10_candy_zebra2.png,26,10,candy,zebra,2,Sort,Almond,K,75 73 71,"In the 'Almond' column, give the row names of the candys with the highest 3 values in descending order ",Fun Dips-Laffy Taffy-Gold Bears,31 8 26
3,DS11_candy_zebra3.png,27,11,candy,zebra,3,Sort,Nougat,L,75 73 71,"In the 'Nougat' column, give the row names of the candys with the highest 3 values in descending order ",Gold Bears-Fun Dips-Root Barrels,27 12 28
3,DS12_candy_zebra4.png,28,12,candy,zebra,4,Sort,Fruity,J,98 97 95,"In the 'Fruity' column, give the row names of the candys with the highest 3 values in descending order ",Air Heads-Junior Mints-Haribo Cola,30 19 16
3,DS13_movie_color1.png,13,13,movie,color,1,Sort,Naver,I,71 70 68,"In the 'Naver' column, give the row names of the movies with the highest 3 values in descending order ",Welcome Home-Saint Laurent-Red Army,21 16 17
3,DS14_movie_color2.png,14,14,movie,color,2,Sort,Film Comment,K,75 73 71,"In the 'Film Comment' column, give the row names of the movies with the highest 3 values in descending order ",About Elly-Love Mercy-Welcome Home,5 21 20
3,DS15_movie_color3.png,15,15,movie,color,3,Sort,PluggedIn,H,98 84 80,"In the 'PluggedIn' column, give the row names of the movies with the highest 3 values in descending order ",Tomorrow land-Black Sea-South Paw,10 9 20
3,DS16_movie_color4.png,16,16,movie,color,4,Sort,Netflix,J,71 70 68,"In the 'Netflix' column, give the row names of the movies with the highest 3 values in descending order ",Welcome Home-Saint Laurent-Red Army,18 6 10
